;PC Software:StarLab Version 3.72 Build 3
! ******* Warning: Do not modify this file. Changes may prevent   ********
! ******* the StarLab Log reader from opening the file correctly. ********
;Logged:26/05/2023 at 17:33:01
;File Version:5
;Time Resolution:1 microseconds
;Log Settings:Stop after:period: 00:05:00
;Graph Mode:Merge
;Graph Type:Line
;Notes:                                                            

;Channel A:Vega Pyroelectric PE50BF-DFH-C (s/n:3058255)  VG2.54 (s/n:999999)

;Channel A:Details
;Name:PE50BF-DFH-C
;Graph Color:RGB(14,104,168)
;Units:J
;Settings:Measuring:Energy
;Settings:Wavelength:532
;Settings:Range:200mJ
;Settings:Diffuser:N/A
;Settings:Pulse Width:1.0ms
;Settings:Threshold:Min
;Functions:Average:3 sec

;Channel A:Statistics
;Min:83.30mJ             
;Max:84.76mJ             
;Average:84.09mJ             
;Std.Dev.:303.8uJ             
;Overrange:0                   
;Total Pulses:618                 
;--------------------


;First Pulse Arrived : 26/05/2023 at 17:33:01
  Timestamp   	  Channel A  	  F(A)       	
         6.566	  8.220e-02 	  8.376e-02 	
         6.600	  8.140e-02 	  8.371e-02 	
         6.634	  8.180e-02 	  8.370e-02 	
         6.666	  8.340e-02 	  8.367e-02 	
         6.700	  8.320e-02 	  8.369e-02 	
         6.734	  8.180e-02 	  8.370e-02 	
         6.766	  8.420e-02 	  8.372e-02 	
         6.800	  8.310e-02 	  8.369e-02 	
         6.834	  8.290e-02 	  8.368e-02 	
         6.866	  8.380e-02 	  8.366e-02 	
         6.900	  8.480e-02 	  8.369e-02 	
         6.934	  8.310e-02 	  8.367e-02 	
         6.966	  8.290e-02 	  8.364e-02 	
         7.000	  8.420e-02 	  8.364e-02 	
         7.034	  8.110e-02 	  8.362e-02 	
         7.066	  8.330e-02 	  8.360e-02 	
         7.100	  8.520e-02 	  8.363e-02 	
         7.134	  8.310e-02 	  8.363e-02 	
         7.166	  8.530e-02 	  8.365e-02 	
         7.200	  8.400e-02 	  8.365e-02 	
         7.234	  8.310e-02 	  8.361e-02 	
         7.266	  8.340e-02 	  8.361e-02 	
         7.300	  8.360e-02 	  8.361e-02 	
         7.334	  8.410e-02 	  8.362e-02 	
         7.366	  8.590e-02 	  8.362e-02 	
         7.400	  8.470e-02 	  8.363e-02 	
         7.437	  8.450e-02 	  8.368e-02 	
         7.466	  8.360e-02 	  8.368e-02 	
         7.500	  8.260e-02 	  8.366e-02 	
         7.534	  8.630e-02 	  8.369e-02 	
         7.566	  8.590e-02 	  8.370e-02 	
         7.600	  8.320e-02 	  8.370e-02 	
         7.634	  8.410e-02 	  8.370e-02 	
         7.666	  8.310e-02 	  8.369e-02 	
         7.700	  8.680e-02 	  8.373e-02 	
         7.734	  8.400e-02 	  8.377e-02 	
         7.766	  8.320e-02 	  8.379e-02 	
         7.799	  8.410e-02 	  8.380e-02 	
         7.834	  8.170e-02 	  8.378e-02 	
         7.866	  8.300e-02 	  8.380e-02 	
         7.900	  8.390e-02 	  8.380e-02 	
         7.934	  8.100e-02 	  8.377e-02 	
         7.966	  8.480e-02 	  8.377e-02 	
         8.000	  8.410e-02 	  8.378e-02 	
         8.034	  8.270e-02 	  8.378e-02 	
         8.065	  8.470e-02 	  8.378e-02 	
         8.100	  8.260e-02 	  8.378e-02 	
         8.133	  8.300e-02 	  8.377e-02 	
         8.166	  8.610e-02 	  8.379e-02 	
         8.200	  8.230e-02 	  8.379e-02 	
         8.234	  8.320e-02 	  8.378e-02 	
         8.266	  8.180e-02 	  8.375e-02 	
         8.300	  8.480e-02 	  8.377e-02 	
         8.334	  8.390e-02 	  8.376e-02 	
         8.365	  8.300e-02 	  8.375e-02 	
         8.400	  8.380e-02 	  8.375e-02 	
         8.434	  8.360e-02 	  8.373e-02 	
         8.465	  8.590e-02 	  8.375e-02 	
         8.500	  8.370e-02 	  8.373e-02 	
         8.533	  8.670e-02 	  8.375e-02 	
         8.566	  8.300e-02 	  8.375e-02 	
         8.600	  8.320e-02 	  8.373e-02 	
         8.633	  8.410e-02 	  8.372e-02 	
         8.666	  8.390e-02 	  8.373e-02 	
         8.700	  8.250e-02 	  8.373e-02 	
         8.734	  8.540e-02 	  8.374e-02 	
         8.766	  8.560e-02 	  8.377e-02 	
         8.800	  8.370e-02 	  8.378e-02 	
         8.833	  8.260e-02 	  8.378e-02 	
         8.865	  8.530e-02 	  8.379e-02 	
         8.899	  8.320e-02 	  8.376e-02 	
         8.933	  8.310e-02 	  8.378e-02 	
         8.965	  8.470e-02 	  8.376e-02 	
         9.000	  8.340e-02 	  8.374e-02 	
         9.033	  8.410e-02 	  8.375e-02 	
         9.066	  8.510e-02 	  8.375e-02 	
         9.099	  8.220e-02 	  8.371e-02 	
         9.133	  8.590e-02 	  8.372e-02 	
         9.165	  8.370e-02 	  8.374e-02 	
         9.199	  8.360e-02 	  8.376e-02 	
         9.234	  8.370e-02 	  8.374e-02 	
         9.265	  8.040e-02 	  8.371e-02 	
         9.299	  8.090e-02 	  8.366e-02 	
         9.333	  8.180e-02 	  8.366e-02 	
         9.366	  8.250e-02 	  8.363e-02 	
         9.399	  8.400e-02 	  8.364e-02 	
         9.433	  8.380e-02 	  8.363e-02 	
         9.466	  8.420e-02 	  8.363e-02 	
         9.499	  8.200e-02 	  8.364e-02 	
         9.533	  8.510e-02 	  8.364e-02 	
         9.565	  8.250e-02 	  8.363e-02 	
         9.600	  8.460e-02 	  8.366e-02 	
         9.633	  8.530e-02 	  8.370e-02 	
         9.665	  8.310e-02 	  8.372e-02 	
         9.700	  8.510e-02 	  8.373e-02 	
         9.733	  8.340e-02 	  8.374e-02 	
         9.766	  8.440e-02 	  8.376e-02 	
         9.800	  8.620e-02 	  8.379e-02 	
         9.834	  8.410e-02 	  8.380e-02 	
         9.865	  8.390e-02 	  8.381e-02 	
         9.899	  8.450e-02 	  8.382e-02 	
         9.933	  8.510e-02 	  8.382e-02 	
         9.966	  8.190e-02 	  8.381e-02 	
         9.999	  8.540e-02 	  8.383e-02 	
        10.033	  8.600e-02 	  8.385e-02 	
        10.066	  8.420e-02 	  8.389e-02 	
        10.099	  8.620e-02 	  8.392e-02 	
        10.133	  8.620e-02 	  8.393e-02 	
        10.165	  8.850e-02 	  8.399e-02 	
        10.199	  8.340e-02 	  8.397e-02 	
        10.233	  8.580e-02 	  8.399e-02 	
        10.265	  8.440e-02 	  8.400e-02 	
        10.299	  8.580e-02 	  8.403e-02 	
        10.333	  8.440e-02 	  8.404e-02 	
        10.365	  8.490e-02 	  8.405e-02 	
        10.399	  8.450e-02 	  8.403e-02 	
        10.433	  8.480e-02 	  8.403e-02 	
        10.465	  8.420e-02 	  8.403e-02 	
        10.499	  8.580e-02 	  8.405e-02 	
        10.533	  8.180e-02 	  8.405e-02 	
        10.565	  8.360e-02 	  8.402e-02 	
        10.599	  8.620e-02 	  8.402e-02 	
        10.633	  8.480e-02 	  8.404e-02 	
        10.665	  8.480e-02 	  8.404e-02 	
        10.699	  8.450e-02 	  8.406e-02 	
        10.733	  8.620e-02 	  8.405e-02 	
        10.765	  8.480e-02 	  8.406e-02 	
        10.799	  8.810e-02 	  8.412e-02 	
        10.833	  8.580e-02 	  8.413e-02 	
        10.865	  8.470e-02 	  8.417e-02 	
        10.899	  8.640e-02 	  8.420e-02 	
        10.933	  8.360e-02 	  8.420e-02 	
        10.965	  8.220e-02 	  8.421e-02 	
        10.999	  8.270e-02 	  8.419e-02 	
        11.033	  8.510e-02 	  8.420e-02 	
        11.065	  8.630e-02 	  8.424e-02 	
        11.106	  8.390e-02 	  8.425e-02 	
        11.133	  8.590e-02 	  8.427e-02 	
        11.165	  8.410e-02 	  8.428e-02 	
        11.199	  8.470e-02 	  8.427e-02 	
        11.233	  8.440e-02 	  8.429e-02 	
        11.265	  8.370e-02 	  8.429e-02 	
        11.299	  8.480e-02 	  8.433e-02 	
        11.333	  8.410e-02 	  8.432e-02 	
        11.365	  8.340e-02 	  8.431e-02 	
        11.399	  8.290e-02 	  8.431e-02 	
        11.433	  8.620e-02 	  8.434e-02 	
        11.465	  8.450e-02 	  8.435e-02 	
        11.499	  8.330e-02 	  8.432e-02 	
        11.533	  8.340e-02 	  8.432e-02 	
        11.565	  8.070e-02 	  8.425e-02 	
        11.599	  8.360e-02 	  8.426e-02 	
        11.633	  8.420e-02 	  8.427e-02 	
        11.665	  8.340e-02 	  8.426e-02 	
        11.699	  8.400e-02 	  8.426e-02 	
        11.733	  8.320e-02 	  8.427e-02 	
        11.765	  8.330e-02 	  8.425e-02 	
        11.799	  8.510e-02 	  8.424e-02 	
        11.833	  8.470e-02 	  8.425e-02 	
        11.865	  8.390e-02 	  8.427e-02 	
        11.899	  8.360e-02 	  8.425e-02 	
        11.933	  8.400e-02 	  8.426e-02 	
        11.965	  8.600e-02 	  8.429e-02 	
        11.999	  8.520e-02 	  8.429e-02 	
        12.033	  8.590e-02 	  8.432e-02 	
        12.065	  8.520e-02 	  8.433e-02 	
        12.099	  8.480e-02 	  8.433e-02 	
        12.133	  8.520e-02 	  8.436e-02 	
        12.165	  8.470e-02 	  8.435e-02 	
        12.199	  8.330e-02 	  8.435e-02 	
        12.233	  8.460e-02 	  8.436e-02 	
        12.265	  8.590e-02 	  8.438e-02 	
        12.299	  8.520e-02 	  8.443e-02 	
        12.333	  8.360e-02 	  8.446e-02 	
        12.365	  8.680e-02 	  8.452e-02 	
        12.399	  8.440e-02 	  8.454e-02 	
        12.433	  8.190e-02 	  8.452e-02 	
        12.465	  8.590e-02 	  8.454e-02 	
        12.499	  8.580e-02 	  8.456e-02 	
        12.533	  8.270e-02 	  8.456e-02 	
        12.565	  8.460e-02 	  8.456e-02 	
        12.599	  8.310e-02 	  8.457e-02 	
        12.633	  8.620e-02 	  8.458e-02 	
        12.665	  8.200e-02 	  8.455e-02 	
        12.699	  8.410e-02 	  8.456e-02 	
        12.733	  8.330e-02 	  8.454e-02 	
        12.765	  8.640e-02 	  8.457e-02 	
        12.799	  8.360e-02 	  8.456e-02 	
        12.833	  8.440e-02 	  8.454e-02 	
        12.865	  8.600e-02 	  8.456e-02 	
        12.899	  8.510e-02 	  8.458e-02 	
        12.933	  8.560e-02 	  8.459e-02 	
        12.965	  8.530e-02 	  8.459e-02 	
        12.999	  8.480e-02 	  8.462e-02 	
        13.033	  8.380e-02 	  8.461e-02 	
        13.065	  8.360e-02 	  8.458e-02 	
        13.099	  8.520e-02 	  8.459e-02 	
        13.133	  8.420e-02 	  8.457e-02 	
        13.165	  8.660e-02 	  8.457e-02 	
        13.199	  8.180e-02 	  8.450e-02 	
        13.233	  8.410e-02 	  8.451e-02 	
        13.265	  8.370e-02 	  8.448e-02 	
        13.299	  8.550e-02 	  8.450e-02 	
        13.333	  8.240e-02 	  8.446e-02 	
        13.365	  8.510e-02 	  8.447e-02 	
        13.399	  8.480e-02 	  8.446e-02 	
        13.433	  8.190e-02 	  8.444e-02 	
        13.465	  8.440e-02 	  8.443e-02 	
        13.500	  8.310e-02 	  8.440e-02 	
        13.533	  8.220e-02 	  8.438e-02 	
        13.565	  8.250e-02 	  8.439e-02 	
        13.599	  8.600e-02 	  8.441e-02 	
        13.633	  8.320e-02 	  8.438e-02 	
        13.665	  8.200e-02 	  8.435e-02 	
        13.699	  8.600e-02 	  8.436e-02 	
        13.733	  8.200e-02 	  8.434e-02 	
        13.765	  8.180e-02 	  8.429e-02 	
        13.799	  8.150e-02 	  8.425e-02 	
        13.833	  8.520e-02 	  8.422e-02 	
        13.865	  8.530e-02 	  8.421e-02 	
        13.899	  8.580e-02 	  8.423e-02 	
        13.933	  8.390e-02 	  8.420e-02 	
        13.965	  8.520e-02 	  8.422e-02 	
        13.999	  8.450e-02 	  8.424e-02 	
        14.033	  8.290e-02 	  8.424e-02 	
        14.065	  8.440e-02 	  8.424e-02 	
        14.099	  8.320e-02 	  8.420e-02 	
        14.133	  8.340e-02 	  8.420e-02 	
        14.165	  8.410e-02 	  8.418e-02 	
        14.199	  8.330e-02 	  8.417e-02 	
        14.233	  8.230e-02 	  8.414e-02 	
        14.265	  8.490e-02 	  8.415e-02 	
        14.299	  8.390e-02 	  8.415e-02 	
        14.334	  8.450e-02 	  8.415e-02 	
        14.365	  8.730e-02 	  8.418e-02 	
        14.399	  8.610e-02 	  8.421e-02 	
        14.433	  8.400e-02 	  8.422e-02 	
        14.465	  8.510e-02 	  8.421e-02 	
        14.499	  8.550e-02 	  8.422e-02 	
        14.533	  8.340e-02 	  8.422e-02 	
        14.565	  8.300e-02 	  8.422e-02 	
        14.599	  8.400e-02 	  8.425e-02 	
        14.633	  8.560e-02 	  8.428e-02 	
        14.665	  8.230e-02 	  8.426e-02 	
        14.699	  8.310e-02 	  8.425e-02 	
        14.733	  8.440e-02 	  8.426e-02 	
        14.765	  8.460e-02 	  8.427e-02 	
        14.799	  8.440e-02 	  8.428e-02 	
        14.833	  8.490e-02 	  8.428e-02 	
        14.865	  8.260e-02 	  8.426e-02 	
        14.899	  8.390e-02 	  8.426e-02 	
        14.933	  8.230e-02 	  8.425e-02 	
        14.965	  8.270e-02 	  8.423e-02 	
        14.999	  8.190e-02 	  8.419e-02 	
        15.033	  8.360e-02 	  8.417e-02 	
        15.065	  8.450e-02 	  8.415e-02 	
        15.099	  8.560e-02 	  8.416e-02 	
        15.133	  8.380e-02 	  8.415e-02 	
        15.165	  8.390e-02 	  8.413e-02 	
        15.199	  8.390e-02 	  8.412e-02 	
        15.233	  8.170e-02 	  8.411e-02 	
        15.265	  8.450e-02 	  8.410e-02 	
        15.299	  8.310e-02 	  8.407e-02 	
        15.345	  8.410e-02 	  8.407e-02 	
        15.365	  8.360e-02 	  8.406e-02 	
        15.399	  8.410e-02 	  8.403e-02 	
        15.433	  8.270e-02 	  8.401e-02 	
        15.466	  8.480e-02 	  8.402e-02 	
        15.500	  8.220e-02 	  8.398e-02 	
        15.534	  8.410e-02 	  8.400e-02 	
        15.566	  8.470e-02 	  8.400e-02 	
        15.600	  8.220e-02 	  8.399e-02 	
        15.634	  8.190e-02 	  8.394e-02 	
        15.671	  8.160e-02 	  8.394e-02 	
        15.700	  8.190e-02 	  8.391e-02 	
        15.734	  8.180e-02 	  8.390e-02 	
        15.766	  8.090e-02 	  8.384e-02 	
        15.800	  8.420e-02 	  8.384e-02 	
        15.834	  8.170e-02 	  8.381e-02 	
        15.866	  8.260e-02 	  8.378e-02 	
        15.900	  8.470e-02 	  8.377e-02 	
        15.934	  8.620e-02 	  8.378e-02 	
        15.966	  8.420e-02 	  8.377e-02 	
        16.002	  8.580e-02 	  8.378e-02 	
        16.034	  8.470e-02 	  8.379e-02 	
        16.066	  8.700e-02 	  8.382e-02 	
        16.100	  8.390e-02 	  8.381e-02 	
        16.134	  8.400e-02 	  8.381e-02 	
        16.166	  8.510e-02 	  8.379e-02 	
        16.200	  8.360e-02 	  8.381e-02 	
        16.234	  8.520e-02 	  8.382e-02 	
        16.266	  8.640e-02 	  8.385e-02 	
        16.300	  8.360e-02 	  8.383e-02 	
        16.334	  8.640e-02 	  8.388e-02 	
        16.366	  8.530e-02 	  8.388e-02 	
        16.400	  8.450e-02 	  8.388e-02 	
        16.434	  8.400e-02 	  8.390e-02 	
        16.466	  8.530e-02 	  8.391e-02 	
        16.500	  8.410e-02 	  8.391e-02 	
        16.534	  8.550e-02 	  8.396e-02 	
        16.566	  8.710e-02 	  8.401e-02 	
        16.600	  8.580e-02 	  8.401e-02 	
        16.634	  8.520e-02 	  8.403e-02 	
        16.666	  8.510e-02 	  8.406e-02 	
        16.700	  8.550e-02 	  8.406e-02 	
        16.734	  8.780e-02 	  8.412e-02 	
        16.766	  8.530e-02 	  8.416e-02 	
        16.800	  8.630e-02 	  8.421e-02 	
        16.834	  8.690e-02 	  8.423e-02 	
        16.866	  8.630e-02 	  8.424e-02 	
        16.900	  8.620e-02 	  8.425e-02 	
        16.934	  8.620e-02 	  8.427e-02 	
        16.966	  8.610e-02 	  8.428e-02 	
        17.000	  8.680e-02 	  8.431e-02 	
        17.034	  8.640e-02 	  8.435e-02 	
        17.066	  8.320e-02 	  8.433e-02 	
        17.100	  8.470e-02 	  8.435e-02 	
        17.134	  8.620e-02 	  8.438e-02 	
        17.166	  8.620e-02 	  8.441e-02 	
        17.200	  8.530e-02 	  8.443e-02 	
        17.234	  8.240e-02 	  8.443e-02 	
        17.266	  8.190e-02 	  8.440e-02 	
        17.300	  8.520e-02 	  8.441e-02 	
        17.334	  8.580e-02 	  8.443e-02 	
        17.366	  8.360e-02 	  8.438e-02 	
        17.400	  8.750e-02 	  8.440e-02 	
        17.434	  8.560e-02 	  8.442e-02 	
        17.466	  7.900e-02 	  8.435e-02 	
        17.500	  8.390e-02 	  8.433e-02 	
        17.534	  8.590e-02 	  8.436e-02 	
        17.566	  8.360e-02 	  8.437e-02 	
        17.600	  8.510e-02 	  8.438e-02 	
        17.634	  8.390e-02 	  8.436e-02 	
        17.666	  8.380e-02 	  8.438e-02 	
        17.700	  8.550e-02 	  8.440e-02 	
        17.736	  8.510e-02 	  8.441e-02 	
        17.766	  8.390e-02 	  8.440e-02 	
        17.800	  8.310e-02 	  8.439e-02 	
        17.834	  8.250e-02 	  8.436e-02 	
        17.866	  8.480e-02 	  8.439e-02 	
        17.900	  8.420e-02 	  8.439e-02 	
        17.934	  8.360e-02 	  8.440e-02 	
        17.966	  8.190e-02 	  8.439e-02 	
